CD4533FFC0E1,D2B6503554D7,D7EE034361F8,DD697EA75B68,DF231643E227,E43355CA8B96,E6D9D20DD197,E8FD0B453DC4,F1307ECB3B90,F1EDAF28E08A,F69A86823B96,F8EE8B0847A4,FDAE5980F28C,EC72840D9AD3,E96AF2C858BA,E13B805C6CB0,FB2EE01C18CE
-86.6842105263158,-91.9375,-81.0344827586207,-94.6923076923077,NaN,-70.28125,NaN,-84.9333333333333,-82.1276595744681,-67.7625,-87.0384615384615,NaN,-76.7234042553192,NaN,NaN,-96.5,NaN
-86.4615384615385,-91.1,-82.6904761904762,-94.5,NaN,-69.7169811320755,NaN,-85.1081081081081,-82.4705882352941,-67.8051948051948,-85.7619047619048,NaN,-76.9259259259259,NaN,NaN,NaN,NaN
-86.1052631578947,-92.3636363636364,-81.5744680851064,-95,NaN,-70.4878048780488,NaN,-84.8378378378378,NaN,-67.758064516129,-86.9375,NaN,-76.7941176470588,NaN,NaN,-96,NaN
-85.8,-92.8571428571429,-81.1951219512195,-94.1818181818182,NaN,-70.5897435897436,NaN,-84.9767441860465,NaN,-67.75,-86.8518518518518,NaN,-76.8666666666667,-93.6666666666667,NaN,-95.6666666666667,NaN
-85.8181818181818,-91.2,-82.35,-92.8,NaN,-70.1944444444444,NaN,-85.2325581395349,NaN,-67.7662337662338,-84.7272727272727,NaN,-76.46875,-93.75,NaN,NaN,NaN
-86.1,-91.75,-81.1111111111111,-94.8,NaN,-69.21875,NaN,-85.3529411764706,NaN,-67.9,-85.6666666666667,NaN,-77.6111111111111,-94.25,NaN,NaN,NaN
-86.1428571428571,-93.375,-81.2083333333333,-94.8181818181818,NaN,-70.1428571428571,NaN,-86.2608695652174,NaN,-67.8333333333333,-86.2727272727273,-96,-78.2,-93.5,NaN,NaN,NaN
-87,-92.3333333333333,-79.7692307692308,-95.6666666666667,NaN,-69.5625,NaN,-85.4166666666667,NaN,-67.875,-85.125,NaN,-76.9090909090909,-93.8333333333333,NaN,NaN,NaN
-89.625,-85.4545454545455,-79.6341463414634,-79.275,NaN,-72.1132075471698,NaN,-88.2857142857143,-73.9545454545455,-85.625,-71.1111111111111,-93.875,-66.0975609756098,-82.4545454545455,NaN,-90.3414634146341,NaN
-92.35,-89.2857142857143,-81.1304347826087,-78.85,NaN,-72.2727272727273,NaN,-89.85,-73.1363636363636,-86.4081632653061,-72.2608695652174,-93.6,-67.125,-81.9130434782609,NaN,-89.6842105263158,NaN
-92.4444444444444,-83.625,-80.2962962962963,-79.6666666666667,NaN,-71.7333333333333,NaN,-88.1538461538462,-74.1612903225806,-85.1041666666667,-70.8214285714286,-93.8181818181818,-67.1612903225806,-82.15,NaN,-88.9375,NaN
-91.6896551724138,-85.6923076923077,-81,-79.0967741935484,-96.5,-71.5833333333333,NaN,-88.8,-74.3157894736842,-85.8166666666667,-70.4705882352941,-94.0714285714286,-66.8108108108108,-81.9583333333333,NaN,-88.8076923076923,NaN
-92.469387755102,-86.36,-79.8703703703704,-79.4255319148936,NaN,-71.758064516129,NaN,-88.4038461538462,-74.0833333333333,-85.7887323943662,-70.9411764705882,-94.2307692307692,-67.1,-81.7333333333333,NaN,-88.6666666666667,NaN
-92.8095238095238,-85.4,-82.0652173913043,-78.45,NaN,-71.8085106382979,NaN,-87.9230769230769,-73.8974358974359,-85.2105263157895,-71.8888888888889,-94.7142857142857,-67.4473684210526,-80.9677419354839,NaN,-88.56,NaN
-91.6521739130435,-89.5714285714286,-81.3958333333333,-81,-91.2,-73.9166666666667,NaN,-85.3673469387755,-73.6730769230769,-89.0952380952381,-71.1739130434783,-93.0666666666667,-69,-83.1538461538462,NaN,-92.5294117647059,NaN
-92.8461538461538,-91.4285714285714,-81.1666666666667,-81.64,-94.8888888888889,-76,NaN,-83.7619047619048,-70.6363636363636,-89.4722222222222,-71.15,-92.6333333333333,-68.8846153846154,-82.8260869565217,NaN,-93.8571428571429,NaN
-91.3636363636364,-91,-80.1071428571429,-81,-94.6,-71.88,NaN,-86.1034482758621,-71.0666666666667,-91.0909090909091,-70.551724137931,-94.0833333333333,-69.258064516129,-82.9130434782609,NaN,-93.2307692307692,NaN
-91,-93,-79.03125,-81.2857142857143,-94.8,-72.3265306122449,NaN,-82.9032258064516,-71.1714285714286,-90.1282051282051,-72.1111111111111,-94.4545454545455,-70.25,-81.7142857142857,NaN,-94.5454545454545,NaN
-93.2222222222222,-91.5714285714286,-80.3548387096774,-81.8571428571429,-95.6666666666667,-72.7631578947368,NaN,-85.4705882352941,-70.3111111111111,-90.1521739130435,-69.5,-93,-68.85,-82.258064516129,NaN,-93.9230769230769,NaN
-92.3333333333333,-89.5555555555556,-80.453125,-81.5254237288136,-95.0714285714286,-72.8266666666667,NaN,-84.1666666666667,-71.609375,-89.2307692307692,-69.6551724137931,-92.3125,-69.3972602739726,-82.5686274509804,NaN,-93.6666666666667,NaN
-89.9583333333333,-90.2941176470588,-81.9354838709677,-81.7058823529412,-93.4285714285714,-72.6964285714286,NaN,-86,-73.0857142857143,-86.8703703703704,-71.4583333333333,-93.2777777777778,-67.4615384615385,-84.6470588235294,NaN,-95,NaN
-90.6666666666667,-88.125,-82.2926829268293,-81.46875,-92.4117647058823,-72.5208333333333,NaN,-84.8965517241379,-73.3636363636364,-88.7301587301587,-72.25,-91.7777777777778,-68.4545454545455,-83.3030303030303,NaN,-93.5,NaN
-90.6666666666667,-87.5,-80.7105263157895,-84.03125,-94.125,-72.8529411764706,NaN,-82.7727272727273,NaN,-86.3023255813954,-71.875,-91.5882352941177,-68.075,-83.6818181818182,NaN,-94.6,NaN
-92.96875,-88,-81.4181818181818,-80.8947368421053,-94.2857142857143,-72.8571428571429,NaN,-83.8,-70,-88.8307692307692,-69.1891891891892,-92.625,-68.3414634146341,-82.6,NaN,-95.125,NaN
-92.8846153846154,-88.32,-80.5744680851064,-81.1860465116279,-94.2631578947368,-72.7833333333333,NaN,-81.78125,-72.375,-89.2549019607843,-69.1627906976744,-93.3809523809524,-69.0384615384615,-82.2727272727273,-97,-94.8181818181818,NaN
-92.35,-88.3333333333333,-79.2156862745098,-80.7575757575758,-95.5454545454545,-71.9615384615385,NaN,-83,-72.6666666666667,-91.2978723404255,-69.7636363636364,-92.4444444444444,-68.921568627451,-81.2619047619048,NaN,-92.9473684210526,NaN
-92,-89.1111111111111,-78.2727272727273,-78.1428571428571,-95.2857142857143,-71.1875,NaN,-83.12,-72.2592592592593,-90.9166666666667,-69.5142857142857,-92.3333333333333,-68.9090909090909,-80.2272727272727,NaN,-94.25,NaN
-92.5,-88.2727272727273,-80.1702127659574,-78.2631578947368,-96.0625,-72.7241379310345,NaN,-85.0789473684211,-73.75,-89.9259259259259,-69.0952380952381,-93.4705882352941,-68.3333333333333,-80.1666666666667,NaN,-94.1818181818182,NaN
-91,-89.2857142857143,-81.48,-77.8571428571429,-95.5,-71.75,NaN,-85.3571428571429,-72.6,-90.5151515151515,-71.5,-93.6363636363636,-68.6111111111111,-80.5625,NaN,-97,NaN
-92.3478260869565,-89.6666666666667,-80.5,-82.04,-93.6923076923077,-72.9803921568627,NaN,-81.6086956521739,-72.8163265306122,-88.3018867924528,-69.4054054054054,-93.4347826086957,-68.5,-81.4848484848485,NaN,-95.0625,NaN
-91.8823529411765,-88.7,-83.0882352941177,-78.8571428571429,-95.1111111111111,-74.0476190476191,NaN,-82.2558139534884,-72.4871794871795,-87.5909090909091,-70.6888888888889,-93.0555555555556,-68.7037037037037,-80.7916666666667,NaN,-93.2142857142857,NaN
-92.1875,-89.1,-81.3235294117647,-78.6,-95.25,-71.9574468085106,NaN,-82.8064516129032,-72.0769230769231,-87.5,-71.5675675675676,-91.7391304347826,-68.6060606060606,-80.9565217391304,NaN,-92.75,NaN
-92.7272727272727,-89.3333333333333,-81.6764705882353,-81.2,-95.2857142857143,-72.9444444444444,NaN,-85,-71.7692307692308,-87.625,-70.2777777777778,-92.8181818181818,-67.9302325581395,-81.4,NaN,-93.375,NaN
-92.76,-89.8888888888889,-81.0285714285714,-80.1,-95.5,-72.5416666666667,NaN,-83.5813953488372,-73.9736842105263,-87.7758620689655,-69.5161290322581,-92.3125,-69.1212121212121,-81.4857142857143,NaN,-93.6315789473684,NaN
-91.2307692307692,-89.75,-82.0967741935484,-80.3333333333333,-95.625,-73.8823529411765,NaN,-84.0526315789474,-72.4,-87.2452830188679,-71.2162162162162,-92,-69.5909090909091,-82.1481481481482,NaN,-93.625,NaN
-92.1875,-88,-82.2352941176471,-81.8,-94.1176470588235,-73.7272727272727,NaN,-82.625,-72.6666666666667,-87.9756097560976,-69.25,-94.1666666666667,-69.1923076923077,-80.5,NaN,-93.8181818181818,NaN
-91.4333333333333,-91.5,-81.4883720930233,-79.5357142857143,-93.7727272727273,-72.6530612244898,NaN,-84.0416666666667,-74.2666666666667,-89.2363636363636,-68.6666666666667,-92.25,-67.4324324324324,-81.8148148148148,NaN,-92.2,NaN
-89.5172413793103,-91,-84.1578947368421,-81.0434782608696,-93.4,-72.9736842105263,NaN,-83.7307692307692,-73,-87.5,-69.925,-91.7142857142857,-68.1176470588235,-80.1,NaN,-93.5714285714286,NaN
-89.0384615384615,-88.5,-82.2413793103448,-78.3703703703704,-94.6153846153846,-72.15,NaN,-83.0666666666667,-72.4651162790698,-88.4912280701754,-68.7878787878788,-94.1333333333333,-67.625,-80.0714285714286,NaN,-93.3333333333333,NaN
-91.0434782608696,-89.2857142857143,-82.1818181818182,-80.6153846153846,-94.4285714285714,-73.1707317073171,NaN,-82.9666666666667,-72.52,-88.1020408163265,-70,-94.2222222222222,-68.35,-80.3636363636364,NaN,-95,NaN
-89.7037037037037,-88.8,-81.2,-79.1428571428571,-94.3333333333333,-72.8,NaN,-82.8510638297872,-73.75,-90.2542372881356,-68.7777777777778,-94.2,-68.2926829268293,-80.4473684210526,-96,-93.0714285714286,NaN
-90.0952380952381,-93,-80.6060606060606,-82.7826086956522,-92.8571428571429,-74.15,NaN,-82.1904761904762,-76.7777777777778,-89.1388888888889,-70.2352941176471,-92.4,-68.875,-80.9565217391304,-98,-94.75,NaN
-90,-90.5263157894737,-79.5357142857143,-77.5714285714286,-93.4,-74.9122807017544,NaN,-83.2432432432432,-75.2647058823529,-89.3684210526316,-68.5833333333333,-90.6666666666667,-69.0967741935484,-81.1,-97,-94.25,NaN
-90.525,-87.8333333333333,-80.9268292682927,-81.9032258064516,-92.2142857142857,-73.1707317073171,NaN,-83,-75.7209302325581,-90.8717948717949,-70.125,-91.6428571428571,-68.063829787234,-81.9393939393939,-97,-94.3,NaN
-91.4651162790698,-91.25,-80.1951219512195,-82.2058823529412,-92.0526315789474,-73.6170212765958,NaN,-82.3653846153846,-75.1379310344828,-91.0208333333333,-71.1111111111111,-89,-68,-81.59375,NaN,-93.2142857142857,NaN
-90.5,-92.25,-80.1388888888889,-81.9285714285714,-93.0625,-75,NaN,-81.054054054054,-74.5714285714286,-90.6551724137931,-69.1034482758621,-92.375,-69.0625,-82.2352941176471,NaN,-94,NaN
-88.1764705882353,-90.1111111111111,-78.875,-80.15,-94.0769230769231,-73.4285714285714,NaN,-81.5161290322581,-77.8888888888889,-87.9473684210526,-68.625,-90.3125,-67.7894736842105,-82.7857142857143,NaN,-94.25,NaN
-89,-89.4,-79.5384615384615,-82.35,-95.6,-73.8,NaN,-81.4878048780488,-74.875,-87.125,-70.6764705882353,-88.5,-67.3333333333333,-82.9444444444444,-98,-94,NaN
-89.5,-88.625,-80.1521739130435,-80.3846153846154,-92.3571428571429,-72.8166666666667,-98,-82.8809523809524,-74.7560975609756,-90.4722222222222,-69.9714285714286,-90.3333333333333,-68.9,-81.0238095238095,NaN,-94.5555555555556,NaN
-90.0909090909091,-87.7777777777778,-80.3658536585366,-83.1666666666667,-92.7,-73.1632653061225,-98,-81.9347826086957,-76.65625,-91.1282051282051,-68.9767441860465,-89.8571428571429,-68.4571428571429,-82.6285714285714,-97.5,-95.1666666666667,NaN
-91.6969696969697,-89,-79.3947368421053,-81.1875,-94.4444444444444,-73.5471698113208,NaN,-82.24,-74.875,-88.7450980392157,-70.4489795918367,-88.5454545454545,-68.5384615384615,-80.75,NaN,-90.75,NaN
-92.9473684210526,-89.5,-79.4857142857143,-81.4848484848485,-94.6,-72.3333333333333,NaN,-81.7666666666667,-75.0689655172414,-91.5,-70.5161290322581,-88.2857142857143,-68.5714285714286,-80.56,NaN,-91.1,NaN
-91.551724137931,-89,-78.9487179487179,-81.0454545454545,-93.7142857142857,-73.0181818181818,NaN,-81.6296296296296,-75.7741935483871,-91.9354838709677,-69.2903225806452,-89.2,-68.1944444444444,-81.0344827586207,NaN,-92.6428571428571,NaN
-90.6666666666667,-87.0714285714286,-72.56,-89.8181818181818,-93.375,-82.7142857142857,NaN,-94.5,-79.9333333333333,NaN,-92.7142857142857,-94.8571428571429,-89.7142857142857,-79.9032258064516,-97.5,-91.6666666666667,NaN
-94.5,-87.3125,-69.7,-87.6153846153846,-95.5714285714286,-81.9,NaN,-96.2,-81.8,NaN,-89.7777777777778,-93.5384615384615,-88.3333333333333,-78.75,NaN,-91.5,NaN
-94.125,-86.9166666666667,-72.6296296296296,-87.375,-93.3,-82.2105263157895,NaN,-95,-82.9,NaN,-88.8461538461538,-93.75,-89.5714285714286,-79.8461538461538,NaN,-92.9,NaN
-92.7777777777778,-86.5,-72.55,-84,-93.625,-82.2857142857143,NaN,-94.3636363636364,-81.1333333333333,NaN,-88.3571428571429,-93.5714285714286,-90.8333333333333,-79,NaN,-94.8888888888889,NaN
-93.3333333333333,-86.0769230769231,-76.3461538461538,-86.1111111111111,-91.25,-80.4814814814815,NaN,-94.4285714285714,-80.4583333333333,NaN,-87.7647058823529,-94.2941176470588,-90.6923076923077,-78.4285714285714,NaN,-93.3333333333333,NaN
-92.0769230769231,-86.1428571428571,-73.25,-88.3846153846154,-92.6,-80.0909090909091,NaN,-94,-79.7777777777778,NaN,-87.8333333333333,-93.6363636363636,-89,-78.4444444444444,NaN,-94.75,NaN
-93,-86.0909090909091,-71.9166666666667,-89.4,-93.1428571428571,-80.3076923076923,NaN,-94.5,-79.7096774193548,NaN,-87.3333333333333,-93.3,-87.8333333333333,-78.2857142857143,NaN,-94.1,NaN
-93.875,-89.2,-72.8235294117647,-85.8,-92.3333333333333,-82,NaN,-94.75,-78.75,NaN,-86.3333333333333,-94,-89.1,-76,NaN,-93.6666666666667,NaN
-93,-88,-74.0526315789474,-93.1428571428571,-93.4,-81.3333333333333,NaN,-94.6,-79.7857142857143,NaN,-86.3,-92.75,-89.0666666666667,NaN,NaN,-92.5,NaN
-94.1666666666667,-86.3333333333333,-72.9565217391304,-91,-91.875,-80.6428571428571,NaN,-95.3076923076923,NaN,NaN,-88.5,-91.9230769230769,-86.7,-84.1666666666667,NaN,-93.5384615384615,NaN
-94.1538461538462,-88,-73.3636363636364,-90.0769230769231,-94,-81.6333333333333,NaN,-94.5,NaN,NaN,-88.3636363636364,-92.5555555555556,-88.6428571428571,-84,NaN,-94.125,NaN
-90.5,-88.25,-74.3939393939394,-88.1111111111111,-94,-82.551724137931,NaN,-94.8571428571429,-81.5384615384615,NaN,-89.0666666666667,-95.3333333333333,-90.6666666666667,NaN,NaN,-91.75,NaN
-89.3571428571429,-91.6666666666667,-73.475,-88.4285714285714,-91.7,-81.1315789473684,NaN,-95.6,-81.3636363636364,NaN,-90.0416666666667,-95.3333333333333,-88.1428571428571,NaN,NaN,-91.6428571428571,NaN
-91.4166666666667,-88.8888888888889,-69.9166666666667,-90.75,-93.3333333333333,-80.6111111111111,NaN,-96,NaN,NaN,-89.4285714285714,-95,-87.6428571428571,NaN,NaN,-92.8333333333333,NaN
-90.5,-87.5714285714286,-70,-87.2,-93.2857142857143,-81.6857142857143,NaN,-97,NaN,NaN,-89.9473684210526,-98,-88.7826086956522,NaN,NaN,-92,NaN
-92.1739130434783,-86.95,-72.75,-92.7777777777778,-93,-81.8285714285714,NaN,-96,NaN,NaN,-90,-95.3333333333333,-84.8888888888889,NaN,NaN,-88.8181818181818,NaN
-91,-84.75,-72.9615384615385,-91.1428571428571,-94.2857142857143,-79.6666666666667,NaN,NaN,NaN,NaN,-90.6363636363636,-95.6666666666667,-85.375,NaN,NaN,-91.2857142857143,NaN
-89.5,-88.5,-72.5652173913043,-94.5,-89,-81,NaN,NaN,NaN,NaN,-93,NaN,-88.8571428571429,NaN,NaN,-89.6,NaN
-90.5714285714286,-89.4,-70.92,-91,-92.1428571428571,-81.8695652173913,NaN,-96.6,NaN,NaN,-90.1428571428571,-94,NaN,NaN,NaN,-89.25,NaN
-90.375,-89.7142857142857,-71.5945945945946,-94.2,-89.8,-80.35,NaN,-96,NaN,NaN,-92.9166666666667,-95.5,NaN,NaN,NaN,-88.3076923076923,NaN
-88.6666666666667,-89,-72.25,-91.5,-89,-79.7058823529412,NaN,-96,NaN,NaN,-93.375,NaN,NaN,NaN,NaN,-91.3157894736842,NaN
-90.8888888888889,-90.5,-73.3666666666667,-93,-91.25,-82.6923076923077,NaN,-95.2,NaN,NaN,-91.75,NaN,NaN,NaN,NaN,-87.7777777777778,NaN
-90.5,-90,-71.8695652173913,-92,-89.2857142857143,-80,NaN,-95.8,NaN,NaN,-91.75,NaN,NaN,NaN,NaN,-89.25,NaN
-93.5,-87.5714285714286,-72.0645161290323,-86.5,-92.3333333333333,-80.7777777777778,NaN,-94.3333333333333,NaN,NaN,-89.875,-90.6666666666667,NaN,-81.2,NaN,-91,NaN
-95.8,-86,-71.8076923076923,-84.25,-93.375,-83.45,NaN,-98,NaN,NaN,-91.5,-96.5,NaN,-77.3333333333333,NaN,-91.6666666666667,NaN
-92.8571428571429,-86.0909090909091,-70.1538461538462,-89.6,-92.1428571428571,-79.6451612903226,NaN,-93.4166666666667,NaN,NaN,-87.4210526315789,-94.3333333333333,NaN,-80,NaN,-91.5714285714286,NaN
-93,-86,-69.6538461538462,-89.75,NaN,-80.8461538461538,NaN,-94.3333333333333,NaN,NaN,-86.4,-96,NaN,-78.0909090909091,-94.25,-94.3333333333333,NaN
-93.3333333333333,-89,-71.8571428571429,-89.7857142857143,NaN,-79.9523809523809,NaN,-95.25,NaN,NaN,-89.8571428571429,-93.3333333333333,NaN,-78,NaN,NaN,NaN
-92.5,-87.4285714285714,-73.1904761904762,-89.5882352941177,NaN,-80.0909090909091,NaN,-94.5,NaN,NaN,-90.4,-96,NaN,-76.625,NaN,-96.5,NaN
-90.7142857142857,-87.8,-71.9655172413793,-91.1818181818182,NaN,-80.1612903225806,NaN,-94.7692307692308,NaN,NaN,-89.0769230769231,NaN,NaN,-79.0454545454545,-97,NaN,NaN
-91,-87,-72.7391304347826,-90.9285714285714,NaN,-80,NaN,-94.625,NaN,-96,-88.2666666666667,-94,-87.1666666666667,-78,NaN,NaN,NaN
-91.7,-87.4285714285714,-71,-90,-97,-80.5909090909091,NaN,-94,NaN,-96.5,-89.2,-92.4,-82.8571428571429,-77.8181818181818,NaN,-96,NaN
-90.7777777777778,-87.125,-71,-92.2222222222222,-97,-80.2941176470588,NaN,-93.6666666666667,NaN,-98,-91.5882352941177,-93,-83.1875,-78.3870967741936,NaN,NaN,NaN
-91.5,-87.1666666666667,-71.5714285714286,-92.2857142857143,NaN,-80.3076923076923,NaN,-94.6666666666667,NaN,-97,-89.8461538461538,-96,-85,-78.3529411764706,NaN,NaN,NaN
-89.4166666666667,-87.25,-71.5,-90.9166666666667,NaN,-79.375,NaN,-95.3076923076923,NaN,-95,-91,-96,-85.2222222222222,-77.95,NaN,NaN,NaN
-90.8571428571429,-88.375,-71.7586206896552,-92.3529411764706,-96,-80.25,NaN,-95.375,NaN,-96,-90.8571428571429,-94.6,-84.7,-78.85,NaN,-96,NaN
-91.8888888888889,-87.8181818181818,-71.1666666666667,-92.625,-97.5,-80.5925925925926,NaN,-95.5,NaN,-96.3333333333333,-87.4210526315789,NaN,-85,-78.3,NaN,-97,NaN
-91.5454545454545,-89.1428571428571,-72.3928571428571,-91,-96,-79.75,NaN,-94.5,NaN,-97,-89.4166666666667,-94.5,NaN,-78,NaN,-96,NaN
-92.4,-88.2857142857143,-72.5714285714286,-90.4,-96,-79.8235294117647,NaN,-93.4,NaN,-98,-92.3333333333333,-94,-79.3333333333333,-78.5,NaN,NaN,NaN
-91.7,-88.75,-72.8333333333333,-91.5,NaN,-79.92,NaN,-94.5,NaN,-98,-90.4,-92,-79,-77.7,NaN,NaN,NaN
-91,-87.5,-72.0434782608696,-91.875,-96,-80.4736842105263,NaN,-94.2857142857143,NaN,-97,-88.8571428571429,-94.5,-83.9090909090909,-76.875,NaN,NaN,NaN
-92.4666666666667,-88.9166666666667,-72.4545454545455,-92,-95.1666666666667,-79.1428571428571,NaN,-93.1052631578947,NaN,-97,-90.8,-95,-85,-81,NaN,-95.5,NaN
-93.1111111111111,-88.5714285714286,-72.3636363636364,-89.5714285714286,-96,-80.7222222222222,NaN,-92.5,NaN,-97,-91.5,-96,-90.1,-76,NaN,-96,NaN
-93.5833333333333,-90.3333333333333,-71.7586206896552,-91.8,NaN,-80.8461538461538,NaN,-95.7142857142857,-87.8,NaN,-91.6666666666667,-94.5,-84.8888888888889,NaN,NaN,NaN,NaN
-92.75,-89.8333333333333,-71.3333333333333,-91.3333333333333,-96,-80.5454545454545,NaN,-96.2,-87.1428571428571,NaN,-90.75,-96.3333333333333,-92.4,NaN,NaN,NaN,NaN
-76.4545454545455,-80.1627906976744,-82.8275862068966,-77.5217391304348,-85.25,-85.2777777777778,NaN,-89.2727272727273,-65.3548387096774,-92.8076923076923,-75.2222222222222,-90,-79.5,-80.9285714285714,-93,-90.3529411764706,-96.6666666666667
-76.0277777777778,-80.5862068965517,-83.1875,-76.0344827586207,-85.4186046511628,-84.8928571428571,NaN,-88.5185185185185,-66.3529411764706,-90.75,-77.4285714285714,-91,-79.0344827586207,-76.8125,-93.4,-89.1666666666667,-96.6666666666667
-77.0555555555556,-79.8666666666667,-80.3636363636364,-80.48,-85.5416666666667,-85.3076923076923,NaN,-86.3571428571429,-66.7586206896552,-93.3571428571429,-76.9142857142857,-92.5714285714286,-78.7586206896552,-77.9333333333333,-92.3,-91.9166666666667,NaN
-75.4054054054054,-79.32,-80.2962962962963,-72.2352941176471,-86.4333333333333,-86.2413793103448,NaN,-85.2894736842105,-64.9705882352941,-93.6774193548387,-75.4594594594595,-93.3333333333333,-80,-80.0434782608696,-92.3,-91.3333333333333,NaN
-76.24,-79.5454545454545,-80.6486486486486,-74.8461538461538,-87.8846153846154,-86.2608695652174,NaN,-85.2592592592593,-65.4444444444444,-94.04,-74.7619047619048,-92.7692307692308,-78.8214285714286,-76.7826086956522,-93.2666666666667,-93.375,NaN
-75.6938775510204,-80.4285714285714,-80,-79.2285714285714,-84.8285714285714,-88.4375,-96,-85.3947368421053,-65.8536585365854,-94.4782608695652,-75.0810810810811,-92.75,-79.3265306122449,-77.6571428571429,-93.12,-91.9333333333333,-96
-75.1212121212121,-80.0909090909091,-81,-78.0555555555556,-84.3333333333333,-84.8421052631579,-96,-84.4848484848485,-65.0769230769231,-94.1304347826087,-75.5666666666667,-95,-79.8888888888889,-76.037037037037,-94.25,-91.9565217391304,-96.3333333333333
-76.9166666666667,-80.4634146341463,-80.4634146341463,-74.4333333333333,-84.7647058823529,-84.92,NaN,-87.5384615384615,-66.5744680851064,-90.2608695652174,-75.6451612903226,-91.3333333333333,-78.4791666666667,-75.7027027027027,-93.5833333333333,-91.3055555555556,-96
-77.5,-81.5161290322581,-80.1724137931034,-79.4666666666667,-84.2121212121212,-85.5294117647059,NaN,-87.1304347826087,-66.4722222222222,-92.8709677419355,-74.8064516129032,-92.2142857142857,-78.7083333333333,-77.4166666666667,-93.875,-90.8372093023256,-95.5
-77.5,-79.8181818181818,-81.3142857142857,-77.6896551724138,-85.0526315789474,-82.8095238095238,-98,-87.4666666666667,-66.3684210526316,-91.575,-74.7037037037037,-91.8148148148148,-78.6578947368421,-77.2121212121212,-94,-90.6875,-97
-76.3584905660377,-82.9375,-80,-73.8636363636364,-85,-86.6296296296296,NaN,-87.6857142857143,-66.2264150943396,-92.0645161290323,-75.1111111111111,-92.5263157894737,-79.7,-77.9705882352941,-94.1538461538462,-91.6111111111111,-97
-75.1612903225806,-80.3181818181818,-79.64,-77,-85.0384615384615,-83.4285714285714,NaN,-86.0416666666667,-65.1666666666667,-92.0769230769231,-73.695652173913,-92.1428571428571,-79.55,-78.6666666666667,-93,-91.125,-95.5
-75.6190476190476,-81.1538461538462,-80.2272727272727,-82.8333333333333,-85.5625,-84.5294117647059,NaN,-85.6666666666667,-66.0740740740741,-92.1666666666667,-73.5,-91.4615384615385,-80.4736842105263,-78.2105263157895,-93.2222222222222,-92.625,NaN
-75.8292682926829,-80.9210526315789,-79.8666666666667,-77.7428571428571,-86,-83.9393939393939,NaN,-85.76,-65.7,-91.0571428571429,-73,-91.037037037037,-79.4390243902439,-79.1621621621622,-93.25,-93.4,-96
-75.92,-81.09375,-81.1470588235294,-75.7333333333333,-86.0588235294118,-84.8,NaN,-88.2272727272727,-65.8928571428571,-91.7407407407407,-75.4166666666667,-90.2,-79.037037037037,-76.625,-93.2222222222222,-92.35,-97
-76.1052631578947,-79.0714285714286,-81.8636363636364,-74.8888888888889,-86.4117647058823,-84.7894736842105,NaN,-89.3684210526316,-66.1578947368421,-92,-76.1666666666667,-91.5,-77,-77,-92,-91.7272727272727,NaN
-74.8518518518518,-81.3333333333333,-80.9354838709677,-74.6666666666667,-85.03125,-85.56,NaN,-90.2941176470588,-65.75,-93.8333333333333,-75.1875,-91.3529411764706,-79.4736842105263,-78.9130434782609,-93.1666666666667,-91.2068965517241,NaN
-76.2727272727273,-79.4761904761905,-82.4838709677419,-76.09375,-84.5,-85.5357142857143,NaN,-89.25,-66.6666666666667,-91.9545454545455,-75.4333333333333,-89.8333333333333,-80,-78.2666666666667,-93.6666666666667,-91.2083333333333,-96
-76.9375,-82.15,-81.7916666666667,-77.96,-85.4242424242424,-85.2068965517241,NaN,-89.4230769230769,-66.625,-91.6818181818182,-78.0416666666667,-91.2758620689655,-80.1764705882353,-77.96875,-93.1,-91.6,-96
-75.1818181818182,-79,-82,-78.8,-85.5,-85.5,NaN,-89.9285714285714,-66.5,-87.78125,-75.3333333333333,-92.1,-80.2857142857143,-83,-93.8571428571429,-94.2,NaN
-75.2432432432432,-79.6774193548387,-80.71875,-73.2941176470588,-84.0322580645161,-83.325,NaN,-87.5909090909091,-66.5641025641026,-90.7586206896552,-73.9411764705882,-90.3684210526316,-78,-77.1612903225806,-94.7692307692308,-91.625,-96.3333333333333
-75.3939393939394,-79.64,-80.3225806451613,-73.2916666666667,-84.1363636363636,-84.7333333333333,NaN,-88.7619047619048,-66.2,-91.8076923076923,-74.6060606060606,-90.6923076923077,-80.125,-79.2105263157895,-94.7272727272727,-92,NaN
-74.5833333333333,-79.8139534883721,-80.974358974359,-72.3478260869565,-84.7297297297297,-84.425,-98,-86.7575757575758,-66.5666666666667,-91.6451612903226,-75.8,-90.88,-79.7222222222222,-76.4166666666667,-95.7777777777778,-91.2692307692308,NaN
-75.5869565217391,-80.2162162162162,-81.5526315789474,-73.1379310344828,-86.1282051282051,-84.6060606060606,NaN,-88.2777777777778,-66.8378378378378,-90.2439024390244,-76.3235294117647,-91.9615384615385,-78.5652173913043,-76.6551724137931,-95.0714285714286,-90.2631578947368,NaN
-75.4222222222222,-79.6666666666667,-80.28,-74.8085106382979,-86.8163265306122,-85.5333333333333,NaN,-87.5882352941177,-66.1063829787234,-90.0731707317073,-77.4473684210526,-91.0566037735849,-78.125,-76.4545454545455,-95.4615384615385,-90.6666666666667,NaN
