CD4533FFC0E1,D2B6503554D7,D7EE034361F8,DD697EA75B68,DF231643E227,E43355CA8B96,E6D9D20DD197,E8FD0B453DC4,F1307ECB3B90,F1EDAF28E08A,F69A86823B96,F8EE8B0847A4,FDAE5980F28C,EC72840D9AD3,E96AF2C858BA,E13B805C6CB0,FB2EE01C18CE
-86.5,-90.5,-89.0769230769231,-86.1875,-96.6666666666667,-82.8888888888889,NaN,-75.2857142857143,NaN,-86.03125,-71.4230769230769,-89.5454545454545,-79.75,-94.5,NaN,NaN,NaN
-87.2222222222222,-88.6666666666667,-87.25,-85.4,-95.5,-84.2857142857143,NaN,-75.4838709677419,NaN,-87.25,-71.4,-90.8,-79.2,-92.5,NaN,NaN,NaN
-85.125,-89.0666666666667,-78.7407407407407,-80.4074074074074,-91.0526315789474,-80.04,NaN,-79.695652173913,-86.9411764705882,-91.8,-67.4,-94,-72.6052631578947,-84.3333333333333,NaN,-91.2857142857143,NaN
-88.5,-90,-78.64,-81.2727272727273,-92,-78.0434782608696,NaN,-82.8421052631579,-85.6666666666667,-92.2592592592593,-66.55,-94,-72.3928571428571,-87.5,NaN,-90.2307692307692,NaN
-88.375,-90.6,-78.7142857142857,-80.3928571428571,-92.1428571428571,-78.4193548387097,NaN,-80.448275862069,-86,-92.2666666666667,-66.3333333333333,-93.4,-73.1428571428571,-86.5652173913043,NaN,-90,NaN
-87.5,-87.6666666666667,-78.6,-79.9473684210526,-90.5333333333333,-80.2105263157895,NaN,-80.3684210526316,-84.9285714285714,-91.4333333333333,-67.5625,-93.4285714285714,-72.4615384615385,-88.4615384615385,-98,-90.5555555555556,NaN
-85.4583333333333,-89.3,-78.8709677419355,-81.78125,-92.0625,-79.8285714285714,NaN,-81.1818181818182,-86.1818181818182,-91.4594594594595,-67.4285714285714,-92.5625,-72.875,-86.0625,NaN,-90.1666666666667,NaN
-86.9333333333333,-89.2,-78.75,-80.5882352941177,-93.0666666666667,-79.375,NaN,-81.3333333333333,-83.9411764705882,-92.6153846153846,-66.4347826086957,-93.8571428571429,-72.7,-88.6666666666667,NaN,-90.5,NaN
-85.75,-88.2,-79.7894736842105,-79.2941176470588,-91.3529411764706,-78.8684210526316,NaN,-78.8666666666667,-82.7931034482759,-93.2105263157895,-66.6341463414634,-94.75,-72.2115384615385,-87.4347826086957,NaN,-90.8666666666667,NaN
-84.9,-88.625,-79.8,-79.25,-90.5384615384615,-80.0625,NaN,-78.3636363636364,-83.8,-92.5238095238095,-67.5294117647059,-94.5,-73.2307692307692,-87,NaN,-90.25,NaN
-84.3333333333333,-91.3333333333333,-79.3939393939394,-80.0357142857143,-91.5833333333333,-78.4285714285714,NaN,-79.2448979591837,-83.5652173913043,-93.8333333333333,-66.8809523809524,-93,-71.8648648648649,-86.6842105263158,NaN,-90.8571428571429,NaN
-83.3571428571429,-88.5,-79.3913043478261,-77.5555555555556,-90.7272727272727,-80.05,NaN,-78.5625,-82.2592592592593,-92.8333333333333,-66.4375,NaN,-72.4074074074074,-86.3,NaN,-89.65,NaN
-85.1333333333333,-90.4285714285714,-80.2,-78,-89.8333333333333,-79.5925925925926,NaN,-78.4333333333333,-84.8181818181818,-92.9310344827586,-67.0476190476191,NaN,-72.3125,-85.75,NaN,-91.4,NaN
-86.5,-91.5,-79.625,-82.3846153846154,-91.3333333333333,-79.7692307692308,NaN,-80,-83.2666666666667,-92.8571428571429,-66.875,-96,NaN,-87.7777777777778,NaN,-92,NaN
-82.75,-91.4,-79.25,-77.4285714285714,-90.25,-78.45,NaN,-78.9565217391304,-83.5,-93.15,-66.6296296296296,NaN,-75.1333333333333,-87.4166666666667,NaN,-91.6666666666667,NaN
-81.2,-90,-80.0625,-80.90625,-90.1428571428571,-79.3783783783784,NaN,-78.075,-82.9130434782609,-93.4193548387097,-66.7027027027027,-94.6,-74.3913043478261,-87.3333333333333,NaN,-89.7894736842105,NaN
-85.6875,-90.4545454545455,-79.9545454545455,-81.4375,-91.0625,-79.9285714285714,NaN,-79,-84.7826086956522,-93.5,-66.1071428571429,-94.25,-72.7037037037037,-86.2307692307692,NaN,-90.7058823529412,NaN
-84.3333333333333,-91,-80.1363636363636,-80,-91,-80.8235294117647,NaN,-79.3,-82.4444444444444,-94,-67.04,-95.25,-72.962962962963,-84.1538461538462,NaN,-91.1666666666667,NaN
-84,-88.6666666666667,-79.4444444444444,-75.9,-91.4,-79.4375,NaN,-78.3,-85.2,-93.4090909090909,-67.1818181818182,-96,-73.3636363636364,-84.4615384615385,NaN,-91.6666666666667,NaN
-86.1666666666667,-92,-79.3478260869565,-78.4,-90.8333333333333,-79.4705882352941,NaN,-78.9565217391304,-84.0625,-93.1052631578947,-66.9090909090909,-94,-73.0909090909091,-85.4285714285714,NaN,-91.2727272727273,NaN
-84.6666666666667,-90.1666666666667,-79.84375,-81.0666666666667,-90.5238095238095,-80.6842105263158,NaN,-78.90625,-85.0769230769231,-93.0740740740741,-66.1176470588235,-94.3333333333333,-72.9393939393939,-84.7777777777778,NaN,-91.1333333333333,NaN
-85.1724137931034,-89.625,-79.7,-79.7142857142857,-90.65,-80.6739130434783,NaN,-78.3947368421053,-82.8857142857143,-93.7857142857143,-66.4444444444444,-93.1818181818182,-73.1315789473684,-85.7391304347826,NaN,-90.95,NaN
-85.4285714285714,-89.3846153846154,-79.5882352941177,-79.7941176470588,-90.3333333333333,-80.25,NaN,-76.7058823529412,-83.7083333333333,-93.8695652173913,-66.6060606060606,-93,-72.3684210526316,-87.2692307692308,NaN,-90.7058823529412,NaN
-89.1666666666667,-87,-79.7058823529412,-79.3076923076923,-89.8333333333333,-82.2,NaN,-76.7272727272727,-81.6666666666667,-93.304347826087,-66.7272727272727,-94,-72.8148148148148,-88,NaN,-90.3333333333333,NaN
-85.375,-91.5,-79.75,-78.8888888888889,-91.4,-81.125,NaN,-79.0357142857143,-82.9411764705882,-93.6666666666667,-66.3333333333333,-93.5,-72.9,-86.3333333333333,NaN,-91.6363636363636,NaN
-84.8461538461538,-89,-79.96875,-81.9545454545455,-90.625,-79.88,NaN,-79.3,-84.08,-94.2083333333333,-66.8260869565217,-93.75,-72.8055555555556,-87.7647058823529,NaN,-92.0909090909091,NaN
-85.8,-90,-79.5862068965517,-80.7826086956522,-91.3571428571429,-79.9375,NaN,-79.6666666666667,-83.9473684210526,-94.3571428571429,-66.3125,-94.3333333333333,-72.78125,-86.3333333333333,NaN,-92,NaN
-86.65,-89.8181818181818,-79.8571428571429,-80,-90.9230769230769,-80.1379310344828,NaN,-78.4516129032258,-82.5172413793103,NaN,-66.3333333333333,-95,-72,-87.7142857142857,NaN,-91.8571428571429,NaN
-86.2941176470588,-92,-79.9090909090909,-81.2631578947368,-89,-80.2222222222222,NaN,-78.9655172413793,-84.7777777777778,-91.5714285714286,-66.9032258064516,-94.7692307692308,-72.969696969697,-88,NaN,-90.125,NaN
-84.7222222222222,-89.1666666666667,-79.5833333333333,-77.25,-90.3529411764706,-80.3103448275862,NaN,-79.0714285714286,-84.1428571428571,-94.2272727272727,-66.5172413793103,-95.2,-73.7307692307692,-88.75,NaN,-89.9333333333333,NaN
-83.8181818181818,-91.5,-79.75,-82.9090909090909,-92.1538461538462,-80.5882352941177,NaN,-78.8780487804878,-83.3478260869565,-93.1428571428571,-66.3023255813954,-91.75,-73.6129032258064,-86.1176470588235,NaN,-90.5833333333333,NaN
-83.4444444444444,-92,-80.2608695652174,-82.8235294117647,-91.1,-80.4090909090909,NaN,-78.25,-84.2352941176471,-93.2666666666667,-66.48,-92.1111111111111,-72.5789473684211,-89.8571428571429,NaN,-90.1111111111111,NaN
-83.1666666666667,-88.3333333333333,-79.8333333333333,-80.0909090909091,-91.375,-82.6,NaN,-76.75,-83.5,-92.8666666666667,-66.88,-94.25,-71.3636363636364,-85.9,NaN,-89.75,NaN
-84.3333333333333,-89,-79.825,-80.32,-92.1,-80.9411764705882,NaN,-77.7692307692308,-84.7727272727273,-92.1363636363636,-66.96,-93.125,-72.59375,-87.9375,NaN,-89.0769230769231,NaN
-84.75,-89.8333333333333,-79.6875,-80.35,-91.6,-80.4444444444444,NaN,-80.16,-85.1666666666667,-93.1481481481482,-66.9393939393939,-92.5555555555556,-72.5714285714286,-87.7142857142857,-98,-89.5882352941177,NaN
-81.4285714285714,-89.6666666666667,-79.4090909090909,-79.2777777777778,-91.2307692307692,-79.8571428571429,NaN,-77.8695652173913,-84.15,-92.8214285714286,-66.5555555555556,-95.6666666666667,-72.8518518518518,-85.6363636363636,NaN,-90.3636363636364,NaN
-81.8333333333333,-89.4,-80.32,-79.5333333333333,-93.3636363636364,-79.5714285714286,NaN,-79.5,-83,-93.2380952380952,-67.9047619047619,NaN,-72.68,-87.4444444444444,NaN,-89.5,NaN
-81.4615384615385,-89,-80.0416666666667,-81.5384615384615,-92.6363636363636,-80.8666666666667,NaN,-77.7222222222222,-84.0588235294118,-92.4166666666667,-67.24,NaN,-72.65625,-87.1666666666667,NaN,-90.4285714285714,NaN
-82,-92.5,-79.8378378378378,-79.85,-92,-79.6774193548387,NaN,-77.32,-84.05,-93.0909090909091,-66.96875,NaN,-72.3103448275862,-90.0769230769231,NaN,-90.5384615384615,NaN
-82.1666666666667,-92,-79.4814814814815,-81,-92,-79.8947368421053,NaN,-79.12,-86.2222222222222,-92.4545454545455,-67.0833333333333,-94,-71.8421052631579,-90,NaN,-89.875,NaN
-81.7777777777778,-93.1666666666667,-80.3571428571429,-79.4166666666667,-92.8125,-79.4545454545455,NaN,-79.6451612903226,-82.1666666666667,-92.9310344827586,-67,-96,-72.9411764705882,-89.9285714285714,NaN,-90,NaN
-81.75,-90.8,-79.4827586206897,-77.7333333333333,-92.2,-79.8888888888889,NaN,-80.625,-83.0869565217391,-93.8928571428571,-66.7666666666667,NaN,-72.945945945946,-87.4615384615385,NaN,-89.6923076923077,NaN
-81.0909090909091,-91.6666666666667,-79.8571428571429,-80,-92.4615384615385,-79.8292682926829,NaN,-78.7755102040816,-82.4418604651163,-92.9615384615385,-67.2894736842105,NaN,-72.6739130434783,-87.4814814814815,NaN,-90.375,NaN
-81.5714285714286,-90.7142857142857,-80,-80.5714285714286,-93.2857142857143,-78.4137931034483,NaN,-78.2,-82.7368421052632,-93.8461538461538,-67.1764705882353,NaN,-73.1153846153846,-87.9230769230769,NaN,-89.5,NaN
-81.1,-91,-80.1923076923077,-80.8125,-91.7142857142857,-78.8,NaN,-78.3529411764706,-84.2941176470588,-93.6,-67.1904761904762,NaN,-72.75,-86.6363636363636,NaN,-90,NaN
-80,-91.5,-81,-77.2857142857143,-91.9,-77.95,NaN,-78.8888888888889,-85.7,-93.3636363636364,-67.0526315789474,NaN,-73,-88.6,NaN,-89,NaN
-82.1666666666667,-93.5,-79.0344827586207,-77.7391304347826,-91.0714285714286,NaN,NaN,-77.4,-83.3,-92.75,-67.1052631578947,NaN,-73.2,-89.6,NaN,-89.5,NaN
-82.6666666666667,-71.95,-89.2777777777778,-69.8148148148148,-90.9333333333333,-88,NaN,-92.5555555555556,-80.625,NaN,-81.7142857142857,-90.6875,-79.8,-81.4210526315789,-96.5,-91.3333333333333,NaN
-83,-70.7692307692308,-90.3548387096774,-68.6410256410256,-89.2777777777778,-88.9166666666667,-95.5,-92.75,-78.6551724137931,-97,-80.03125,-91,-80.9230769230769,-81.2972972972973,-96.3333333333333,-88.4375,NaN
-83.0555555555556,-72.4375,-90.0625,-68.2105263157895,-90.0588235294118,-89.4285714285714,-96,-95.0833333333333,-79.4090909090909,-98,-78.3846153846154,-91.8125,-77.8235294117647,-82.7894736842105,-96,-90.5,NaN
-85.5555555555556,-72.030303030303,-88.4,-68.8333333333333,-89.8421052631579,-89,NaN,-94.5263157894737,-78.8064516129032,NaN,-78.12,-91.0476190476191,-78.8709677419355,-80.8518518518518,-96.25,-88.9444444444444,NaN
-85.1212121212121,-71.4615384615385,-90.0869565217391,-72.1052631578947,-89,-88.5757575757576,-97,-94.1666666666667,-77.0416666666667,-96,-79.2173913043478,-90.8148148148148,-78.4117647058823,-82.0769230769231,-95.75,-90.5,NaN
-83.9268292682927,-72.92,-89.6296296296296,-68.1914893617021,-88,-88.3571428571429,-96.5,-93.9230769230769,-77,-96,-77.0952380952381,-90.3333333333333,-78.5405405405405,-80.975,-96.5,-90.32,NaN
-83.40625,-72.2,-88,-68.6,-87.7894736842105,-88.7272727272727,-94,-95.25,-78.4210526315789,-94.8333333333333,-81.95,-92,-80.2666666666667,-82.4347826086957,NaN,-89.6666666666667,NaN
-82.219512195122,-71.9032258064516,-89.5238095238095,-69.03125,-87.7857142857143,-88.6521739130435,-96.1428571428571,-95.2142857142857,-79.0625,-96.25,-82.8,-91.28,-78.6,-82.8888888888889,-97,-90.4545454545455,NaN
-82.0294117647059,-70.8571428571429,-87.9333333333333,-71.1351351351351,-87.5,-88.8,-96,-93.75,-78.7096774193548,-95,-78.2777777777778,-91.4,-79.56,-82.551724137931,-97,-90.1333333333333,NaN
-83.5714285714286,-72.8181818181818,-87.6923076923077,-67.84375,-87.5294117647059,-88.08,-95.5,-94,-78.1363636363636,NaN,-78.6153846153846,-92.7222222222222,-79.6538461538462,-83.75,-97,-87.6,NaN
-83.7317073170732,-72.1290322580645,-89.8260869565217,-68.85,-88.1739130434783,-88.5625,-95.5,-92.5,-80.375,NaN,-79.6190476190476,-91.5,-79.9166666666667,-83.125,-96,-89,NaN
-83.0888888888889,-72.3125,-89.9333333333333,-68.974358974359,-88.0645161290323,-89.3333333333333,-95.1111111111111,-93,-74.6666666666667,-96,-79.6071428571429,-91.3888888888889,NaN,NaN,-97,-89.24,NaN
-83,-72.7826086956522,-90.5238095238095,-68.1515151515152,-88.95,-88.3333333333333,-95.75,-92.9166666666667,-80,-98,-78.5789473684211,-91.75,NaN,NaN,-97,-88.15,NaN
-83.1875,-72.9444444444444,-90.2857142857143,-67.8,-89.75,-88.4,-95.5,-92.8571428571429,-79.1428571428571,NaN,-78.4285714285714,-91.7777777777778,NaN,NaN,-96.25,-91.2727272727273,NaN
-83.3181818181818,-71.6363636363636,-90.7826086956522,-69.6111111111111,-88.1875,-90.6363636363636,-95,-94.3636363636364,NaN,NaN,-76.2105263157895,-92.2777777777778,NaN,NaN,-98,-87,NaN
-85.7272727272727,-69.8648648648649,-89.3636363636364,-69.1875,-89.84,-90,-96.5,-94.1428571428571,NaN,NaN,-82.7142857142857,-90.92,NaN,NaN,-95.75,NaN,NaN
-85.4864864864865,-70.7317073170732,-90.4722222222222,-68.7142857142857,-87.1153846153846,-87.5294117647059,NaN,-93.375,NaN,-96,-81.8148148148148,-90.24,NaN,NaN,-96.5,NaN,NaN
-85.0625,-71.9411764705882,-90.7368421052632,-66.8181818181818,-88.75,-89.0714285714286,NaN,-93.1428571428571,NaN,-95.6,-78.8571428571429,-89.9285714285714,NaN,NaN,-95,NaN,NaN
-87.4137931034483,-71.56,-90.7692307692308,-67.2758620689655,-87,-90,NaN,-94.9,NaN,-96,-81.0666666666667,-89.53125,NaN,NaN,-97,NaN,NaN
-85.8125,-73.4166666666667,-91,-67.6,-87.5714285714286,-87.8,NaN,-93.1,NaN,NaN,-79.8571428571429,-88.9473684210526,NaN,NaN,NaN,NaN,NaN
-87.3333333333333,-76.8823529411765,-89.95,-68.2857142857143,-88.8333333333333,-89.8,NaN,-92,NaN,NaN,-78.9090909090909,-90.3333333333333,NaN,NaN,-97,NaN,NaN
-88.9677419354839,-75.2727272727273,-90.3214285714286,-69.5806451612903,-90.4285714285714,-87.4,NaN,-91.2857142857143,NaN,NaN,-79.9473684210526,-91.6666666666667,NaN,NaN,-98,NaN,NaN
-86.40625,-76.9428571428571,-91.8,-69.0666666666667,-90.2758620689655,-88.5833333333333,NaN,-91.8125,NaN,-96,-79.9130434782609,-89.9642857142857,NaN,NaN,-98,NaN,NaN
-86.7317073170732,-76.3720930232558,-91,-68.1020408163265,-90.3703703703704,-88.1111111111111,NaN,-92.4545454545455,NaN,-96.3333333333333,-77.3658536585366,-90.9354838709677,NaN,NaN,-98,NaN,NaN
-86.4666666666667,-79.0869565217391,-90.875,-69.3809523809524,-90.7222222222222,-89.3333333333333,NaN,-91.1428571428571,NaN,-97,-85,-90.5666666666667,NaN,NaN,NaN,NaN,NaN
-86.3157894736842,-75.0416666666667,-90.8333333333333,-68.0645161290323,-90.6666666666667,-89.4,NaN,-92.7692307692308,NaN,-96.3333333333333,-76.6923076923077,-93,NaN,NaN,-98,NaN,NaN
-87.65,-75.7368421052632,-91.5,-69.2962962962963,-90.5263157894737,-89.5263157894737,NaN,-92.125,NaN,-96,-78.4166666666667,-91.2666666666667,-78.6666666666667,NaN,NaN,NaN,NaN
-85.7777777777778,-76.6,-92.7692307692308,-69.0357142857143,-89.0666666666667,-88.5882352941177,NaN,-91.1428571428571,NaN,-96,-80.2352941176471,-91.7222222222222,-79.5,NaN,NaN,NaN,NaN
-86.3225806451613,-75.8823529411765,-92.5,-69.1081081081081,-88.8947368421053,-89.9655172413793,NaN,-91.8846153846154,NaN,-98,-77.4782608695652,-92.2903225806452,-79.03125,NaN,NaN,NaN,NaN
-88.4074074074074,-76.5588235294118,-93.6666666666667,-69.0769230769231,-89.5909090909091,-89.75,NaN,-90.6923076923077,NaN,-95.5714285714286,-79,-91.0625,-78.45,NaN,-97,NaN,NaN
-86.6944444444444,-74.16,-92.5714285714286,-67.1428571428571,-88,-88.5294117647059,NaN,-91.1538461538462,NaN,NaN,-79.8,-91.2857142857143,-78.24,-84.1176470588235,-96,NaN,NaN
-85.5,-72.7058823529412,-88.3333333333333,-69.1290322580645,-87,-86.3846153846154,NaN,-91.3333333333333,NaN,-96.8,-78.4285714285714,-90.4285714285714,-79.7941176470588,-85.3548387096774,NaN,NaN,NaN
-84.0344827586207,-73.0476190476191,-90.2941176470588,-67.85,-86.9375,-88.2105263157895,-96,-91.8181818181818,NaN,-96.3333333333333,-81.52,-90.0769230769231,-80,-85.4545454545455,NaN,NaN,NaN
-85.0740740740741,-72.75,-93,-67.2272727272727,-87,-87.7142857142857,NaN,-92.3636363636364,-78.3157894736842,-94,-82.0625,-90.7826086956522,-78.6,NaN,-98,-90.8333333333333,NaN
-83.8846153846154,-72.4333333333333,-90.0909090909091,-67.9615384615385,-86.5909090909091,-88.5238095238095,NaN,-92.5,-77.1538461538462,-98,-78.3333333333333,-91.1333333333333,-78.25,-87.8,NaN,-92.9166666666667,NaN
-85.3793103448276,-72.9811320754717,-92.1153846153846,-68.2857142857143,-85.9285714285714,-86.5675675675676,NaN,-92.3478260869565,-79.4864864864865,-96.5,-78.2666666666667,-90.5294117647059,-79.1428571428571,-85.4,NaN,-92.551724137931,NaN
-84.1818181818182,-72.5,-91.4545454545455,-69.4285714285714,-85.7741935483871,-87.0952380952381,NaN,-92.1666666666667,-78.8275862068966,-95,-80.8823529411765,-90.4333333333333,-78.2941176470588,-85.3333333333333,NaN,-92.0344827586207,NaN
-85.9677419354839,-72.1739130434783,-90.6428571428571,-68.1363636363636,-87,-87.6363636363636,-98,-93.75,-77.5882352941177,-95,-79.8461538461538,-91.2352941176471,-78.92,-83.4090909090909,NaN,-93.0588235294118,NaN
-85.7931034482759,-72.125,-92.1578947368421,-68,-87.05,-86.75,NaN,-92.8888888888889,-74.5384615384615,-95.5,-76.0909090909091,-89.6875,-79,-82.68,-98,-91.1176470588235,NaN
-84.6060606060606,-71.7307692307692,-92.35,-68.36,-87.9444444444444,-88.4666666666667,NaN,-93.125,-74.4583333333333,-96.4,-81.8571428571429,-91.88,-77.8518518518518,-82.68,-98,-90.16,NaN
-86.3548387096774,-71,-92.2962962962963,-69.875,-86,-88.4,NaN,-91.8571428571429,-76,-97,-83.1666666666667,-91.9411764705882,-78.2105263157895,-82.8947368421053,-98,-89.3913043478261,-97
-84.5862068965517,-71.6060606060606,-90.6666666666667,-68.4193548387097,-86.04,-88.6153846153846,NaN,-93.25,-74.9545454545455,-96.3333333333333,-78.1428571428571,-91.9166666666667,-77.6071428571429,-83.3939393939394,-98,-89.3333333333333,NaN
-86.1764705882353,-71.2682926829268,-89.3888888888889,-69,-86.5357142857143,-89,NaN,-92.9375,-75.3666666666667,NaN,-80.9166666666667,-91.6857142857143,-77.5333333333333,-83.25,-98,-87.7037037037037,NaN
-85.6875,-70.6666666666667,-90.8947368421053,-70.6470588235294,-86.75,-87.5,NaN,-94.4615384615385,-76.5,-96,-79.8,-91.5652173913043,-77,-82,NaN,-87.1,NaN
-81.5454545454545,-72,-90.5,-69.1538461538462,-87.5,-89.5555555555556,NaN,-93.75,-84.1111111111111,-96,-80.2727272727273,-91,-78.25,-82.4166666666667,NaN,-87,NaN
-77.2608695652174,-74.7272727272727,-92.75,-87,-81.8695652173913,-94.1428571428571,-89.4615384615385,-90.375,-77.7575757575758,-98,-90.5714285714286,-90.7777777777778,-87.9444444444444,-91.6,-86.68,-79.3478260869565,NaN
-76.4333333333333,-74.7333333333333,-90.5555555555556,-87.5263157894737,-82.9259259259259,-94.1666666666667,-88.8076923076923,-93.5294117647059,-76,-96.3333333333333,-89.4375,-90.9565217391304,-89.1666666666667,-90.6363636363636,-84.96,-77.5172413793103,NaN
-75.7857142857143,-78.1860465116279,-90.7391304347826,-87.92,-83.7428571428571,-95,-88.1860465116279,-91.7857142857143,-76.3235294117647,-96.25,-88.5555555555556,-90.5238095238095,-87.8333333333333,-90.304347826087,-85.4,-79.4642857142857,NaN
-76.8333333333333,-77.125,-91.375,-86,-83,-94,-89.3888888888889,-89.5714285714286,-76.5,-96,-91.8,-92.1538461538462,-88.1111111111111,-90.7,-83.5238095238095,-78.3333333333333,-97
-77.76,-76.1818181818182,-90.75,-87.2857142857143,-82.1153846153846,-94,-88.7857142857143,-90.5714285714286,-76.8695652173913,-95.5,-89.3333333333333,-90.5294117647059,-88.8823529411765,-92.5555555555556,-84.4705882352941,-78.5833333333333,-95
-75.53125,-75.3611111111111,-91.2857142857143,-87.1333333333333,-81.9655172413793,-93,-89.1785714285714,-91.8461538461538,-76.5833333333333,-96.6666666666667,-89.1176470588235,-90.1538461538462,-90.2,-93.1666666666667,-85.3666666666667,-78.7826086956522,-96
-74.75,-76.4333333333333,-92.0555555555556,-88.7,-83.0909090909091,-93.25,-89.2413793103448,-92.1111111111111,NaN,-96.5,-88.75,-90.7058823529412,NaN,NaN,-84.0454545454545,-79,NaN
-74.88,-76.32,-91.32,-85.9,-81.0689655172414,-93,-89.2439024390244,-92.1333333333333,-76.4,-96.8,-88.4545454545455,-90.7142857142857,NaN,NaN,-85.375,-77.9655172413793,-94
-75.5789473684211,-75.5,-92.2105263157895,-85.6153846153846,-81.625,-94,-87.5652173913043,-94.6,-76,NaN,-88.5555555555556,-91.8,NaN,NaN,-85.8,-78.5862068965517,-95.5
-76.24,-74.8076923076923,-89.7692307692308,-87.3636363636364,-82.4242424242424,-92.4,-88.2,-94.2857142857143,-76.448275862069,-96,-89.1428571428571,-92.28,NaN,NaN,-85.2307692307692,-77.9142857142857,-95.3333333333333
-81.4166666666667,-76.85,-88.8666666666667,-86.1333333333333,-83.76,-92.8,-88.8333333333333,-92.7272727272727,-77.6521739130435,-95,-87.8,-92,NaN,NaN,-86.6538461538462,-76.5789473684211,NaN
-75.3461538461538,-75.3142857142857,-89.3076923076923,-87.3181818181818,-82.36,-93,-87.8333333333333,-93.5555555555556,-77.2777777777778,-96,-87.3333333333333,-92.0526315789474,NaN,NaN,-86.1190476190476,-80.2173913043478,-95
-81.027027027027,-77.1935483870968,-90.9130434782609,-87.7826086956522,-80.7647058823529,-92.7142857142857,-88.7368421052632,-94.2222222222222,-77.8292682926829,NaN,-86.6666666666667,-91.2413793103448,NaN,NaN,-86.8695652173913,-80.5,NaN
-78.6666666666667,-78.2962962962963,-90.7142857142857,-87.5185185185185,-82.6521739130435,-92.375,-90,-94.4,-77.4545454545455,-94.6666666666667,-87.1538461538462,-90.875,NaN,NaN,-85.9411764705882,-77.6428571428571,-97
-75.9545454545455,-77.05,-90.2142857142857,-87.8666666666667,-81.4857142857143,-92,-88.7142857142857,-94.1818181818182,-76.9166666666667,-95.3333333333333,-88.4545454545455,-90.7142857142857,NaN,NaN,-86.59375,-77.28,-96.6666666666667
-81.45,-76.5909090909091,-89,-86.05,-80.7714285714286,-93.6,-87.5384615384615,-93.5833333333333,-77,-98,-87.5,-90.2222222222222,NaN,NaN,-86.8484848484848,-78.3870967741936,NaN
-77.8333333333333,-74.7777777777778,-90.08,-85.7333333333333,-82.7586206896552,-92.75,-88.28,-95.7272727272727,-77,-95,-88.6153846153846,-92.1304347826087,NaN,NaN,-87.2647058823529,-76.2,-97
-77.7906976744186,-76.7,-91.0555555555556,-85.2926829268293,-81.475,-93.3333333333333,-88.3414634146341,-91.5238095238095,-75.9591836734694,-98,-87.4827586206897,-90.32,NaN,NaN,-85.8,-78.9166666666667,NaN
-82.5641025641026,-76.1081081081081,-91.1666666666667,-86.24,-81.2972972972973,NaN,-88.2926829268293,-92.8666666666667,-75.8235294117647,NaN,-87.9,-91.12,NaN,NaN,-87.1489361702128,-78.2903225806452,NaN
-78.4146341463415,-74.7735849056604,-90.7857142857143,-85.7575757575758,-80.4897959183673,NaN,-87.4285714285714,-92.4666666666667,-76.5142857142857,-97.6666666666667,-87.3333333333333,-91.9642857142857,NaN,-91.9166666666667,-86.1702127659574,-76.6585365853659,-94.3333333333333
-77.52,-75.0571428571429,-89.7391304347826,-87.0952380952381,-80.4375,NaN,-87.2702702702703,-93.3076923076923,-76.7037037037037,-96.4,-86.6,-93.2258064516129,NaN,-90.7692307692308,-87.59375,-76.96875,-95
-79.0606060606061,-74.7837837837838,-89.6774193548387,-87.5714285714286,-82.7058823529412,NaN,-87.9310344827586,-92.5,-76.0833333333333,-96,-84.9333333333333,-92.8181818181818,NaN,-91.8823529411765,-86.3076923076923,-76.6129032258064,-95
-78.4516129032258,-74.96,-90.5757575757576,-85.7,-82.0714285714286,NaN,-87.7878787878788,-93.6666666666667,-76.5172413793103,-96.2857142857143,-86.1,-93.8666666666667,NaN,-91.5294117647059,-87.1935483870968,-75.8,NaN
-76.9230769230769,-74.3214285714286,-91,-85.53125,-81.1794871794872,NaN,-87.9756097560976,-93.6086956521739,-76.1219512195122,-95.6666666666667,-87.0909090909091,-92,NaN,-91,-87.3191489361702,-75.9210526315789,NaN
-78.8367346938775,-75.0377358490566,-92.1794871794872,-86.4666666666667,-80.9821428571429,NaN,-88,-92.6666666666667,-75.6491228070175,-95.7777777777778,-86.0967741935484,-93.25,-89,-91.1666666666667,-86.2448979591837,-76.8297872340426,-95
-79.125,-74.76,-93.1764705882353,-85.7777777777778,-80.5925925925926,NaN,-87.96,-93.7142857142857,-75.7222222222222,-96.1428571428571,-85.75,-94.0909090909091,-90.25,-91.6470588235294,-87.0333333333333,-78.1052631578947,-94.3
-77.7619047619048,-74,-90.5,-85.1818181818182,-80.3478260869565,NaN,-88.6,-93.375,-76.3888888888889,-96.375,-88.2941176470588,-92.0555555555556,-89.7692307692308,-90.7857142857143,-86.95,-76.7826086956522,-96
-76.7297297297297,-74.5348837209302,-90.1739130434783,-85.08,-81.34375,NaN,-88.2432432432432,-94,-75.4871794871795,-94.6666666666667,-88.0555555555556,-91.2,-91.6818181818182,-88.304347826087,-87.3333333333333,-80.2222222222222,-94.4444444444444
-78,-74.4,-90.037037037037,-85.56,-82.4615384615385,NaN,-88.5625,-93.1,-75.4,NaN,-85.3125,-92,-91.76,-91.4117647058823,-86.5789473684211,-79.0740740740741,-93.25
-78.0833333333333,-75.5531914893617,-90.7222222222222,-85.7647058823529,-80.2051282051282,NaN,-87.8292682926829,-92.4736842105263,-76.1081081081081,-96.5,-86.2222222222222,-93.1304347826087,-90.6451612903226,-92.5,-85.9714285714286,-78.8055555555556,-94.3571428571429
